1	xf62285ade8bc	x2ebcd08a6ae3	1	37
1	xf62285ade8bc	x264cf799db41	1	321
1	xf62285ade8bc	x42555bb84514	1	19
1	xf62285ade8bc	x8ed312da6250	1	169
1	x8217263bc87b	x264cf799db41	1	8
1	x8217263bc87b	xfecbc5d9221f	1	349
1	xe25fed2f85ec	x52046f382fca	1	176
1	x966f9ecc6d80	x2ebcd08a6ae3	1	219
1	xf256f479e9c9	x2ebcd08a6ae3	1	342
1	xf256f479e9c9	x8ae1e2c8e705	1	116
1	x2ebcd08a6ae3	xf62285ade8bc	2	245
1	x2ebcd08a6ae3	x966f9ecc6d80	2	190
1	x2ebcd08a6ae3	xf256f479e9c9	2	330
1	x264cf799db41	xf62285ade8bc	2	288
1	x264cf799db41	x8217263bc87b	2	7
1	x8ae1e2c8e705	xf256f479e9c9	2	347
1	x42555bb84514	xf62285ade8bc	2	329
1	x52046f382fca	xe25fed2f85ec	2	203
1	x8ed312da6250	xf62285ade8bc	2	333
1	xfecbc5d9221f	x8217263bc87b	2	109
