1	xc6548bb9098f	xc697728a4495	2	76
1	xc6548bb9098f	xc2176931369a	2	196
1	xc6548bb9098f	x167eacfc5d85	2	147
1	xfacb04444684	xe669fd3be6e5	2	29
1	xfacb04444684	xba58b0df8687	2	246
1	xfacb04444684	xc2176931369a	2	258
1	xe669fd3be6e5	xfacb04444684	1	29
1	xc697728a4495	xc6548bb9098f	1	76
1	xc697728a4495	x9e0d0d20fbca	1	228
1	xba58b0df8687	xfacb04444684	1	246
1	x9e0d0d20fbca	xc697728a4495	2	228
1	xc2176931369a	xc6548bb9098f	1	196
1	xc2176931369a	xfacb04444684	1	258
1	xc2176931369a	x2ee784f3be29	1	22
1	x2ee784f3be29	xc2176931369a	2	22
1	x2ee784f3be29	x0e8cfb05c372	2	236
1	x9269994084fd	xd26b00ff74cf	1	154
1	x0e8cfb05c372	x2ee784f3be29	1	236
1	xd26b00ff74cf	x9269994084fd	2	154
1	x167eacfc5d85	xc6548bb9098f	1	147
2	xc6548bb9098f	xc697728a4495	3	23
2	xc6548bb9098f	x9e0d0d20fbca	2	290
2	xc6548bb9098f	xc2176931369a	3	80
2	xc6548bb9098f	x167eacfc5d85	3	77
2	xfacb04444684	xe669fd3be6e5	3	43
2	xfacb04444684	xba58b0df8687	3	5
2	xfacb04444684	xc2176931369a	3	75
2	xe669fd3be6e5	xfacb04444684	1	43
2	xc697728a4495	xc6548bb9098f	1	23
2	xc697728a4495	x9e0d0d20fbca	2	192
2	xba58b0df8687	xfacb04444684	1	5
2	x9e0d0d20fbca	xc6548bb9098f	1	290
2	x9e0d0d20fbca	xc697728a4495	3	192
2	x9e0d0d20fbca	xced199bebf10	1	319
2	xc2176931369a	xc6548bb9098f	1	80
2	xc2176931369a	xfacb04444684	1	75
2	xc2176931369a	x2ee784f3be29	2	51
2	x2ee784f3be29	xc2176931369a	3	51
2	x2ee784f3be29	x0e8cfb05c372	3	306
2	xced199bebf10	x9e0d0d20fbca	2	319
2	x9269994084fd	xd26b00ff74cf	2	56
2	x0e8cfb05c372	x2ee784f3be29	2	306
2	xd26b00ff74cf	x9269994084fd	3	56
2	x167eacfc5d85	xc6548bb9098f	1	77
3	xc6548bb9098f	xfacb04444684	2	151
3	xc6548bb9098f	xc697728a4495	3	251
3	xc6548bb9098f	x9e0d0d20fbca	3	109
3	xc6548bb9098f	xc2176931369a	3	230
3	xc6548bb9098f	x167eacfc5d85	3	194
3	xfacb04444684	xc6548bb9098f	1	151
3	xfacb04444684	xe669fd3be6e5	3	128
3	xfacb04444684	xba58b0df8687	3	265
3	xfacb04444684	xc2176931369a	3	193
3	xe669fd3be6e5	xfacb04444684	2	128
3	xc697728a4495	xc6548bb9098f	1	251
3	xba58b0df8687	xfacb04444684	2	265
3	x9e0d0d20fbca	xc6548bb9098f	1	109
3	x9e0d0d20fbca	xced199bebf10	2	15
3	xc2176931369a	xc6548bb9098f	1	230
3	xc2176931369a	xfacb04444684	2	193
3	xced199bebf10	x9e0d0d20fbca	3	15
3	x167eacfc5d85	xc6548bb9098f	1	194
4	xc6548bb9098f	xfacb04444684	3	6
4	xc6548bb9098f	xc697728a4495	3	298
4	xc6548bb9098f	x9e0d0d20fbca	3	123
4	xc6548bb9098f	xc2176931369a	3	113
4	xc6548bb9098f	x167eacfc5d85	3	168
4	xfacb04444684	xc6548bb9098f	2	6
4	xc697728a4495	xc6548bb9098f	2	298
4	x9e0d0d20fbca	xc6548bb9098f	2	123
4	xc2176931369a	xc6548bb9098f	2	113
4	x167eacfc5d85	xc6548bb9098f	2	168
5	xc6548bb9098f	xfacb04444684	1	10
5	xfacb04444684	xc6548bb9098f	3	10
5	xfacb04444684	xe669fd3be6e5	3	227
5	xfacb04444684	xba58b0df8687	3	305
5	xfacb04444684	xc2176931369a	3	205
5	xe669fd3be6e5	xfacb04444684	1	227
5	xba58b0df8687	xfacb04444684	1	305
5	x9e0d0d20fbca	xced199bebf10	2	284
5	xc2176931369a	xfacb04444684	1	205
5	xced199bebf10	x9e0d0d20fbca	3	284
6	xc6548bb9098f	x9e0d0d20fbca	1	240
6	xc697728a4495	x9e0d0d20fbca	1	34
6	x9e0d0d20fbca	xc6548bb9098f	3	240
6	x9e0d0d20fbca	xc697728a4495	3	34
6	x9e0d0d20fbca	xced199bebf10	3	183
6	xc2176931369a	x2ee784f3be29	1	67
6	x2ee784f3be29	xc2176931369a	3	67
6	x2ee784f3be29	x0e8cfb05c372	3	68
6	xced199bebf10	x9e0d0d20fbca	1	183
6	x9269994084fd	xd26b00ff74cf	2	328
6	x0e8cfb05c372	x2ee784f3be29	1	68
6	xd26b00ff74cf	x9269994084fd	3	328
7	xc6548bb9098f	x9e0d0d20fbca	2	210
7	xc697728a4495	x9e0d0d20fbca	2	262
7	x9e0d0d20fbca	xc6548bb9098f	3	210
7	x9e0d0d20fbca	xc697728a4495	3	262
7	x9e0d0d20fbca	xced199bebf10	3	137
7	xc2176931369a	x2ee784f3be29	1	173
7	x2ee784f3be29	xc2176931369a	3	173
7	x2ee784f3be29	x0e8cfb05c372	3	71
7	xced199bebf10	x9e0d0d20fbca	2	137
7	x0e8cfb05c372	x2ee784f3be29	1	71
8	x9269994084fd	xd26b00ff74cf	1	41
8	xd26b00ff74cf	x9269994084fd	3	41
9	xc6548bb9098f	xc697728a4495	2	186
9	xc6548bb9098f	xc2176931369a	1	8
9	xc6548bb9098f	x167eacfc5d85	1	208
9	xfacb04444684	xe669fd3be6e5	2	48
9	xfacb04444684	xba58b0df8687	2	310
9	xfacb04444684	xc2176931369a	1	302
9	xe669fd3be6e5	xfacb04444684	3	48
9	xe669fd3be6e5	x9269994084fd	1	191
9	xc697728a4495	xc6548bb9098f	3	186
9	xc697728a4495	x9e0d0d20fbca	3	64
9	xba58b0df8687	xfacb04444684	3	310
9	x9e0d0d20fbca	xc697728a4495	2	64
9	xc2176931369a	xc6548bb9098f	3	8
9	xc2176931369a	xfacb04444684	3	302
9	xc2176931369a	x2ee784f3be29	3	12
9	x2ee784f3be29	xc2176931369a	1	12
9	x2ee784f3be29	x0e8cfb05c372	1	254
9	x9269994084fd	xe669fd3be6e5	2	191
9	x9269994084fd	xd26b00ff74cf	3	252
9	x0e8cfb05c372	x2ee784f3be29	3	254
9	xd26b00ff74cf	x9269994084fd	1	252
9	x167eacfc5d85	xc6548bb9098f	3	208
10	xc6548bb9098f	xc2176931369a	1	122
10	xc6548bb9098f	x167eacfc5d85	1	110
10	xfacb04444684	xc2176931369a	1	136
10	xe669fd3be6e5	x9269994084fd	2	139
10	xc2176931369a	xc6548bb9098f	3	122
10	xc2176931369a	xfacb04444684	3	136
10	xc2176931369a	x2ee784f3be29	3	102
10	xc2176931369a	x0e8cfb05c372	2	214
10	x2ee784f3be29	xc2176931369a	1	102
10	x2ee784f3be29	x0e8cfb05c372	2	114
10	x9269994084fd	xe669fd3be6e5	3	139
10	x9269994084fd	xd26b00ff74cf	3	301
10	x0e8cfb05c372	xc2176931369a	1	214
10	x0e8cfb05c372	x2ee784f3be29	3	114
10	x0e8cfb05c372	x167eacfc5d85	1	326
10	xd26b00ff74cf	x9269994084fd	2	301
10	x167eacfc5d85	xc6548bb9098f	3	110
10	x167eacfc5d85	x0e8cfb05c372	2	326
11	xc6548bb9098f	xc2176931369a	2	9
11	xc6548bb9098f	x167eacfc5d85	1	264
11	xfacb04444684	xc2176931369a	2	32
11	xc2176931369a	xc6548bb9098f	3	9
11	xc2176931369a	xfacb04444684	3	32
11	xc2176931369a	x2ee784f3be29	3	127
11	xc2176931369a	x0e8cfb05c372	3	39
11	x2ee784f3be29	xc2176931369a	2	127
11	x0e8cfb05c372	xc2176931369a	2	39
11	x0e8cfb05c372	x167eacfc5d85	1	276
11	x167eacfc5d85	xc6548bb9098f	3	264
11	x167eacfc5d85	x0e8cfb05c372	3	276
12	xe669fd3be6e5	x9269994084fd	2	55
12	xc2176931369a	x0e8cfb05c372	1	292
12	x2ee784f3be29	x0e8cfb05c372	1	327
12	x9269994084fd	xe669fd3be6e5	3	55
12	x9269994084fd	xd26b00ff74cf	3	314
12	x0e8cfb05c372	xc2176931369a	3	292
12	x0e8cfb05c372	x2ee784f3be29	3	327
12	x0e8cfb05c372	x167eacfc5d85	3	220
12	xd26b00ff74cf	x9269994084fd	2	314
12	x167eacfc5d85	x0e8cfb05c372	1	220
13	xc6548bb9098f	xc697728a4495	1	159
13	xfacb04444684	xe669fd3be6e5	1	1
13	xfacb04444684	xba58b0df8687	2	79
13	xe669fd3be6e5	xfacb04444684	3	1
13	xe669fd3be6e5	x9269994084fd	3	165
13	xc697728a4495	xc6548bb9098f	3	159
13	xc697728a4495	x9e0d0d20fbca	3	157
13	xba58b0df8687	xfacb04444684	3	79
13	x9e0d0d20fbca	xc697728a4495	1	157
13	x9269994084fd	xe669fd3be6e5	1	165
14	xc6548bb9098f	xc697728a4495	2	182
14	xfacb04444684	xe669fd3be6e5	1	197
14	xe669fd3be6e5	xfacb04444684	3	197
14	xe669fd3be6e5	x9269994084fd	3	281
14	xc697728a4495	xc6548bb9098f	3	182
14	xc697728a4495	x9e0d0d20fbca	3	333
14	x9e0d0d20fbca	xc697728a4495	2	333
14	x9269994084fd	xe669fd3be6e5	1	281
15	xfacb04444684	xba58b0df8687	2	277
15	xba58b0df8687	xfacb04444684	3	277
